id,topic,type,question,option1,option2,option3,option4,correct_option,correct_option_number,difficulty,response
20112027,Obsessive/Compulsive Disorders,Factoid,Which area of the brain exhibited a significantly reduced automated-gyrification index (A-GI) in patients with obsessive-compulsive disorder compared to healthy controls?,Left prefrontal cortex,Temporal lobe,Right prefrontal cortex,Occipital lobe,Left prefrontal cortex,1,Hard,"ID: 1  
Question: Which neurometabolite showed significantly lower concentrations in the left striatum of OCD patients compared to healthy subjects?  
Difficulty: Hard  

ID: 2  
Question: Which antidepressant is suggested as a reasonable option for managing major depressive disorder in elderly patients?  
Difficulty: Medium  

ID: 3  
Question: Which area of the brain exhibited a significantly reduced automated-gyrification index (A-GI) in patients with obsessive-compulsive disorder compared to healthy controls?  
Difficulty: Hard  

ID: 4  
Question: Which formulation of the antidepressant mirtazapine was shown to have a higher preference among patients compared to its conventional form?  
Difficulty: Medium  

ID: 5  
Question: Which subtype of obsessive-compulsive disorder was associated with higher severity of anxiety and depression symptoms?  
Difficulty: Medium  

ID: 6  
Question: Which aspect of anhedonia was noted to be elevated in individuals with moderate-to-severe childhood trauma compared to those with no or low trauma?  
Difficulty: Medium  

ID: 7  
Question: Which characteristic was significantly associated with the presence of sensory phenomena in patients with obsessive-compulsive disorder?  
Difficulty: Medium  

ID: 8  
Question: Which dietary component was associated with reduced depressive symptoms in knee osteoarthritis patients?  
Difficulty: Easy  

ID: 9  
Question: Which gender reported greater anticipatory anxiety in relation to anxiety-provoking experiences during adolescence?  
Difficulty: Easy  

ID: 10  
Question: What treatment was shown to increase GDNF and BDNF levels in serum and brain tissue of obsessive-compulsive disorder rats?  
Difficulty: Hard  "
17211109,Depression,Factoid,Which formulation of the antidepressant mirtazapine was shown to have a higher preference among patients compared to its conventional form?,Injectable solution,Orally disintegrating tablet,Sublingual tablet,Extended-release capsule,Orally disintegrating tablet,2,Medium,"ID: 1  
Question: Which neurometabolite showed significantly lower concentrations in the left striatum of OCD patients compared to healthy subjects?  
Difficulty: Hard  

ID: 2  
Question: Which antidepressant is suggested as a reasonable option for managing major depressive disorder in elderly patients?  
Difficulty: Medium  

ID: 3  
Question: Which area of the brain exhibited a significantly reduced automated-gyrification index (A-GI) in patients with obsessive-compulsive disorder compared to healthy controls?  
Difficulty: Hard  

ID: 4  
Question: Which formulation of the antidepressant mirtazapine was shown to have a higher preference among patients compared to its conventional form?  
Difficulty: Medium  

ID: 5  
Question: Which subtype of obsessive-compulsive disorder was associated with higher severity of anxiety and depression symptoms?  
Difficulty: Medium  

ID: 6  
Question: Which aspect of anhedonia was noted to be elevated in individuals with moderate-to-severe childhood trauma compared to those with no or low trauma?  
Difficulty: Medium  

ID: 7  
Question: Which characteristic was significantly associated with the presence of sensory phenomena in patients with obsessive-compulsive disorder?  
Difficulty: Medium  

ID: 8  
Question: Which dietary component was associated with reduced depressive symptoms in knee osteoarthritis patients?  
Difficulty: Easy  

ID: 9  
Question: Which gender reported greater anticipatory anxiety in relation to anxiety-provoking experiences during adolescence?  
Difficulty: Easy  

ID: 10  
Question: What treatment was shown to increase GDNF and BDNF levels in serum and brain tissue of obsessive-compulsive disorder rats?  
Difficulty: Hard  "
38917724,Obsessive/Compulsive Disorders,Factoid,Which subtype of obsessive-compulsive disorder was associated with higher severity of anxiety and depression symptoms?,Childhood-onset type OCD,Autogenous type OCD,Cognitive-behavioral type OCD,Reactive type OCD,Autogenous type OCD,2,Medium,"ID: 1  
Question: Which neurometabolite showed significantly lower concentrations in the left striatum of OCD patients compared to healthy subjects?  
Difficulty: Hard  

ID: 2  
Question: Which antidepressant is suggested as a reasonable option for managing major depressive disorder in elderly patients?  
Difficulty: Medium  

ID: 3  
Question: Which area of the brain exhibited a significantly reduced automated-gyrification index (A-GI) in patients with obsessive-compulsive disorder compared to healthy controls?  
Difficulty: Hard  

ID: 4  
Question: Which formulation of the antidepressant mirtazapine was shown to have a higher preference among patients compared to its conventional form?  
Difficulty: Medium  

ID: 5  
Question: Which subtype of obsessive-compulsive disorder was associated with higher severity of anxiety and depression symptoms?  
Difficulty: Medium  

ID: 6  
Question: Which aspect of anhedonia was noted to be elevated in individuals with moderate-to-severe childhood trauma compared to those with no or low trauma?  
Difficulty: Medium  

ID: 7  
Question: Which characteristic was significantly associated with the presence of sensory phenomena in patients with obsessive-compulsive disorder?  
Difficulty: Medium  

ID: 8  
Question: Which dietary component was associated with reduced depressive symptoms in knee osteoarthritis patients?  
Difficulty: Easy  

ID: 9  
Question: Which gender reported greater anticipatory anxiety in relation to anxiety-provoking experiences during adolescence?  
Difficulty: Easy  

ID: 10  
Question: What treatment was shown to increase GDNF and BDNF levels in serum and brain tissue of obsessive-compulsive disorder rats?  
Difficulty: Hard  "
33030766,Depression,Factoid,Which aspect of anhedonia was noted to be elevated in individuals with moderate-to-severe childhood trauma compared to those with no or low trauma?,Consummatory,Cognitive,Emotional,Physical,Physical,4,Medium,"ID: 1  
Question: Which neurometabolite showed significantly lower concentrations in the left striatum of OCD patients compared to healthy subjects?  
Difficulty: Hard  

ID: 2  
Question: Which antidepressant is suggested as a reasonable option for managing major depressive disorder in elderly patients?  
Difficulty: Medium  

ID: 3  
Question: Which area of the brain exhibited a significantly reduced automated-gyrification index (A-GI) in patients with obsessive-compulsive disorder compared to healthy controls?  
Difficulty: Hard  

ID: 4  
Question: Which formulation of the antidepressant mirtazapine was shown to have a higher preference among patients compared to its conventional form?  
Difficulty: Medium  

ID: 5  
Question: Which subtype of obsessive-compulsive disorder was associated with higher severity of anxiety and depression symptoms?  
Difficulty: Medium  

ID: 6  
Question: Which aspect of anhedonia was noted to be elevated in individuals with moderate-to-severe childhood trauma compared to those with no or low trauma?  
Difficulty: Medium  

ID: 7  
Question: Which characteristic was significantly associated with the presence of sensory phenomena in patients with obsessive-compulsive disorder?  
Difficulty: Medium  

ID: 8  
Question: Which dietary component was associated with reduced depressive symptoms in knee osteoarthritis patients?  
Difficulty: Easy  

ID: 9  
Question: Which gender reported greater anticipatory anxiety in relation to anxiety-provoking experiences during adolescence?  
Difficulty: Easy  

ID: 10  
Question: What treatment was shown to increase GDNF and BDNF levels in serum and brain tissue of obsessive-compulsive disorder rats?  
Difficulty: Hard  "
22361443,Obsessive/Compulsive Disorders,Factoid,Which characteristic was significantly associated with the presence of sensory phenomena in patients with obsessive-compulsive disorder?,Lower frequency of compulsions,Higher severity of contamination symptoms,History of social anxiety,Increased level of depression,Higher severity of contamination symptoms,2,Medium,"ID: 1  
Question: Which neurometabolite showed significantly lower concentrations in the left striatum of OCD patients compared to healthy subjects?  
Difficulty: Hard  

ID: 2  
Question: Which antidepressant is suggested as a reasonable option for managing major depressive disorder in elderly patients?  
Difficulty: Medium  

ID: 3  
Question: Which area of the brain exhibited a significantly reduced automated-gyrification index (A-GI) in patients with obsessive-compulsive disorder compared to healthy controls?  
Difficulty: Hard  

ID: 4  
Question: Which formulation of the antidepressant mirtazapine was shown to have a higher preference among patients compared to its conventional form?  
Difficulty: Medium  

ID: 5  
Question: Which subtype of obsessive-compulsive disorder was associated with higher severity of anxiety and depression symptoms?  
Difficulty: Medium  

ID: 6  
Question: Which aspect of anhedonia was noted to be elevated in individuals with moderate-to-severe childhood trauma compared to those with no or low trauma?  
Difficulty: Medium  

ID: 7  
Question: Which characteristic was significantly associated with the presence of sensory phenomena in patients with obsessive-compulsive disorder?  
Difficulty: Medium  

ID: 8  
Question: Which dietary component was associated with reduced depressive symptoms in knee osteoarthritis patients?  
Difficulty: Easy  

ID: 9  
Question: Which gender reported greater anticipatory anxiety in relation to anxiety-provoking experiences during adolescence?  
Difficulty: Easy  

ID: 10  
Question: What treatment was shown to increase GDNF and BDNF levels in serum and brain tissue of obsessive-compulsive disorder rats?  
Difficulty: Hard  "
33932790,Depression,Factoid,Which dietary component was associated with reduced depressive symptoms in knee osteoarthritis patients?,High-fat foods,Sugary drinks,Red meat,Vegetable diet quality,Vegetable diet quality,4,Easy,"ID: 1  
Question: Which neurometabolite showed significantly lower concentrations in the left striatum of OCD patients compared to healthy subjects?  
Difficulty: Hard  

ID: 2  
Question: Which antidepressant is suggested as a reasonable option for managing major depressive disorder in elderly patients?  
Difficulty: Medium  

ID: 3  
Question: Which area of the brain exhibited a significantly reduced automated-gyrification index (A-GI) in patients with obsessive-compulsive disorder compared to healthy controls?  
Difficulty: Hard  

ID: 4  
Question: Which formulation of the antidepressant mirtazapine was shown to have a higher preference among patients compared to its conventional form?  
Difficulty: Medium  

ID: 5  
Question: Which subtype of obsessive-compulsive disorder was associated with higher severity of anxiety and depression symptoms?  
Difficulty: Medium  

ID: 6  
Question: Which aspect of anhedonia was noted to be elevated in individuals with moderate-to-severe childhood trauma compared to those with no or low trauma?  
Difficulty: Medium  

ID: 7  
Question: Which characteristic was significantly associated with the presence of sensory phenomena in patients with obsessive-compulsive disorder?  
Difficulty: Medium  

ID: 8  
Question: Which dietary component was associated with reduced depressive symptoms in knee osteoarthritis patients?  
Difficulty: Easy  

ID: 9  
Question: Which gender reported greater anticipatory anxiety in relation to anxiety-provoking experiences during adolescence?  
Difficulty: Easy  

ID: 10  
Question: What treatment was shown to increase GDNF and BDNF levels in serum and brain tissue of obsessive-compulsive disorder rats?  
Difficulty: Hard  "
37431391,Anxiety,Factoid,Which gender reported greater anticipatory anxiety in relation to anxiety-provoking experiences during adolescence?,Boys,Neither,Girls,Both equally,Girls,3,Easy,"ID: 1  
Question: Which neurometabolite showed significantly lower concentrations in the left striatum of OCD patients compared to healthy subjects?  
Difficulty: Hard  

ID: 2  
Question: Which antidepressant is suggested as a reasonable option for managing major depressive disorder in elderly patients?  
Difficulty: Medium  

ID: 3  
Question: Which area of the brain exhibited a significantly reduced automated-gyrification index (A-GI) in patients with obsessive-compulsive disorder compared to healthy controls?  
Difficulty: Hard  

ID: 4  
Question: Which formulation of the antidepressant mirtazapine was shown to have a higher preference among patients compared to its conventional form?  
Difficulty: Medium  

ID: 5  
Question: Which subtype of obsessive-compulsive disorder was associated with higher severity of anxiety and depression symptoms?  
Difficulty: Medium  

ID: 6  
Question: Which aspect of anhedonia was noted to be elevated in individuals with moderate-to-severe childhood trauma compared to those with no or low trauma?  
Difficulty: Medium  

ID: 7  
Question: Which characteristic was significantly associated with the presence of sensory phenomena in patients with obsessive-compulsive disorder?  
Difficulty: Medium  

ID: 8  
Question: Which dietary component was associated with reduced depressive symptoms in knee osteoarthritis patients?  
Difficulty: Easy  

ID: 9  
Question: Which gender reported greater anticipatory anxiety in relation to anxiety-provoking experiences during adolescence?  
Difficulty: Easy  

ID: 10  
Question: What treatment was shown to increase GDNF and BDNF levels in serum and brain tissue of obsessive-compulsive disorder rats?  
Difficulty: Hard  "
31927718,Obsessive/Compulsive Disorders,Factoid,What treatment was shown to increase GDNF and BDNF levels in serum and brain tissue of obsessive-compulsive disorder rats?,Escitalopram,Citalopram,Fluoxetine,Sertraline,Escitalopram,1,Hard,"ID: 1  
Question: Which neurometabolite showed significantly lower concentrations in the left striatum of OCD patients compared to healthy subjects?  
Difficulty: Hard  

ID: 2  
Question: Which antidepressant is suggested as a reasonable option for managing major depressive disorder in elderly patients?  
Difficulty: Medium  

ID: 3  
Question: Which area of the brain exhibited a significantly reduced automated-gyrification index (A-GI) in patients with obsessive-compulsive disorder compared to healthy controls?  
Difficulty: Hard  

ID: 4  
Question: Which formulation of the antidepressant mirtazapine was shown to have a higher preference among patients compared to its conventional form?  
Difficulty: Medium  

ID: 5  
Question: Which subtype of obsessive-compulsive disorder was associated with higher severity of anxiety and depression symptoms?  
Difficulty: Medium  

ID: 6  
Question: Which aspect of anhedonia was noted to be elevated in individuals with moderate-to-severe childhood trauma compared to those with no or low trauma?  
Difficulty: Medium  

ID: 7  
Question: Which characteristic was significantly associated with the presence of sensory phenomena in patients with obsessive-compulsive disorder?  
Difficulty: Medium  

ID: 8  
Question: Which dietary component was associated with reduced depressive symptoms in knee osteoarthritis patients?  
Difficulty: Easy  

ID: 9  
Question: Which gender reported greater anticipatory anxiety in relation to anxiety-provoking experiences during adolescence?  
Difficulty: Easy  

ID: 10  
Question: What treatment was shown to increase GDNF and BDNF levels in serum and brain tissue of obsessive-compulsive disorder rats?  
Difficulty: Hard  "
21418640,Depression,Prognostic,How might psychosocial risk factors influence the prevalence of chronic fatigue syndrome in diverse ethnic communities?,Lower prevalence in high support areas,Increased prevalence linked to depression,No impact on prevalence,Decreased prevalence through physical activity,Increased prevalence linked to depression,2,Hard,"ID: 1  
Question: How might psychosocial risk factors influence the prevalence of chronic fatigue syndrome in diverse ethnic communities?  
Difficulty: Hard  

ID: 2  
Question: Which defense mechanism was hypothesized to be more frequent in patients diagnosed with Obsessive-Compulsive Disorder?  
Difficulty: Medium  

ID: 3  
Question: What were major predictors of increased levels of psychological distress during the COVID-19 pandemic?  
Difficulty: Medium  

ID: 4  
Question: How does early life stress (ELS) influence the development of depressive symptoms in adolescents during stressful events like the COVID-19 pandemic?  
Difficulty: Medium  

ID: 5  
Question: What is a likely predictor of anxiety and depressive symptoms during the COVID-19 pandemic?  
Difficulty: Easy  

ID: 6  
Question: How might addressing nightmares among nurses impact their daily stress levels?  
Difficulty: Medium  

ID: 7  
Question: What outcome can be expected from an intensive trauma-focused treatment program combining prolonged exposure and EMDR for adolescents with severe PTSD?  
Difficulty: Medium  

ID: 8  
Question: How does high trait anxiety influence the persistence of biliary symptoms following gallbladder surgery?  
Difficulty: Medium  

ID: 9  
Question: What is suggested about the relationship between neuropsychiatric symptoms and amyloid-Î² in cognitively unimpaired individuals?  
Difficulty: Hard  

ID: 10  
Question: How might self-critical perfectionism influence daily health outcomes in patients with chronic fatigue syndrome?  
Difficulty: Medium  "
18380111,Obsessive/Compulsive Disorders,Prognostic,Which defense mechanism was hypothesized to be more frequent in patients diagnosed with Obsessive-Compulsive Disorder?,Reaction Formation,Repression,Projection,Sublimation,Reaction Formation,1,Medium,"ID: 1  
Question: How might psychosocial risk factors influence the prevalence of chronic fatigue syndrome in diverse ethnic communities?  
Difficulty: Hard  

ID: 2  
Question: Which defense mechanism was hypothesized to be more frequent in patients diagnosed with Obsessive-Compulsive Disorder?  
Difficulty: Medium  

ID: 3  
Question: What were major predictors of increased levels of psychological distress during the COVID-19 pandemic?  
Difficulty: Medium  

ID: 4  
Question: How does early life stress (ELS) influence the development of depressive symptoms in adolescents during stressful events like the COVID-19 pandemic?  
Difficulty: Medium  

ID: 5  
Question: What is a likely predictor of anxiety and depressive symptoms during the COVID-19 pandemic?  
Difficulty: Easy  

ID: 6  
Question: How might addressing nightmares among nurses impact their daily stress levels?  
Difficulty: Medium  

ID: 7  
Question: What outcome can be expected from an intensive trauma-focused treatment program combining prolonged exposure and EMDR for adolescents with severe PTSD?  
Difficulty: Medium  

ID: 8  
Question: How does high trait anxiety influence the persistence of biliary symptoms following gallbladder surgery?  
Difficulty: Medium  

ID: 9  
Question: What is suggested about the relationship between neuropsychiatric symptoms and amyloid-Î² in cognitively unimpaired individuals?  
Difficulty: Hard  

ID: 10  
Question: How might self-critical perfectionism influence daily health outcomes in patients with chronic fatigue syndrome?  
Difficulty: Medium  "
34087628,Anxiety,Prognostic,What were major predictors of increased levels of psychological distress during the COVID-19 pandemic?,Work-life balance and social isolation,Financial concern and daily life effects,"Social support, economic stability",Physical health status and demographic factors,Financial concern and daily life effects,2,Medium,"ID: 1  
Question: How might psychosocial risk factors influence the prevalence of chronic fatigue syndrome in diverse ethnic communities?  
Difficulty: Hard  

ID: 2  
Question: Which defense mechanism was hypothesized to be more frequent in patients diagnosed with Obsessive-Compulsive Disorder?  
Difficulty: Medium  

ID: 3  
Question: What were major predictors of increased levels of psychological distress during the COVID-19 pandemic?  
Difficulty: Medium  

ID: 4  
Question: How does early life stress (ELS) influence the development of depressive symptoms in adolescents during stressful events like the COVID-19 pandemic?  
Difficulty: Medium  

ID: 5  
Question: What is a likely predictor of anxiety and depressive symptoms during the COVID-19 pandemic?  
Difficulty: Easy  

ID: 6  
Question: How might addressing nightmares among nurses impact their daily stress levels?  
Difficulty: Medium  

ID: 7  
Question: What outcome can be expected from an intensive trauma-focused treatment program combining prolonged exposure and EMDR for adolescents with severe PTSD?  
Difficulty: Medium  

ID: 8  
Question: How does high trait anxiety influence the persistence of biliary symptoms following gallbladder surgery?  
Difficulty: Medium  

ID: 9  
Question: What is suggested about the relationship between neuropsychiatric symptoms and amyloid-Î² in cognitively unimpaired individuals?  
Difficulty: Hard  

ID: 10  
Question: How might self-critical perfectionism influence daily health outcomes in patients with chronic fatigue syndrome?  
Difficulty: Medium  "
33510680,Depression,Prognostic,How does early life stress (ELS) influence the development of depressive symptoms in adolescents during stressful events like the COVID-19 pandemic?,ELS leads to greater happiness,ELS increases vulnerability to stress,ELS reduces anxiety,ELS has no effect,ELS increases vulnerability to stress,2,Medium,"ID: 1  
Question: How might psychosocial risk factors influence the prevalence of chronic fatigue syndrome in diverse ethnic communities?  
Difficulty: Hard  

ID: 2  
Question: Which defense mechanism was hypothesized to be more frequent in patients diagnosed with Obsessive-Compulsive Disorder?  
Difficulty: Medium  

ID: 3  
Question: What were major predictors of increased levels of psychological distress during the COVID-19 pandemic?  
Difficulty: Medium  

ID: 4  
Question: How does early life stress (ELS) influence the development of depressive symptoms in adolescents during stressful events like the COVID-19 pandemic?  
Difficulty: Medium  

ID: 5  
Question: What is a likely predictor of anxiety and depressive symptoms during the COVID-19 pandemic?  
Difficulty: Easy  

ID: 6  
Question: How might addressing nightmares among nurses impact their daily stress levels?  
Difficulty: Medium  

ID: 7  
Question: What outcome can be expected from an intensive trauma-focused treatment program combining prolonged exposure and EMDR for adolescents with severe PTSD?  
Difficulty: Medium  

ID: 8  
Question: How does high trait anxiety influence the persistence of biliary symptoms following gallbladder surgery?  
Difficulty: Medium  

ID: 9  
Question: What is suggested about the relationship between neuropsychiatric symptoms and amyloid-Î² in cognitively unimpaired individuals?  
Difficulty: Hard  

ID: 10  
Question: How might self-critical perfectionism influence daily health outcomes in patients with chronic fatigue syndrome?  
Difficulty: Medium  "
33483341,Anxiety,Prognostic,What is a likely predictor of anxiety and depressive symptoms during the COVID-19 pandemic?,Employment stability,Cumulative adversities,Social support availability,Access to healthcare,Cumulative adversities,2,Easy,"ID: 1  
Question: How might psychosocial risk factors influence the prevalence of chronic fatigue syndrome in diverse ethnic communities?  
Difficulty: Hard  

ID: 2  
Question: Which defense mechanism was hypothesized to be more frequent in patients diagnosed with Obsessive-Compulsive Disorder?  
Difficulty: Medium  

ID: 3  
Question: What were major predictors of increased levels of psychological distress during the COVID-19 pandemic?  
Difficulty: Medium  

ID: 4  
Question: How does early life stress (ELS) influence the development of depressive symptoms in adolescents during stressful events like the COVID-19 pandemic?  
Difficulty: Medium  

ID: 5  
Question: What is a likely predictor of anxiety and depressive symptoms during the COVID-19 pandemic?  
Difficulty: Easy  

ID: 6  
Question: How might addressing nightmares among nurses impact their daily stress levels?  
Difficulty: Medium  

ID: 7  
Question: What outcome can be expected from an intensive trauma-focused treatment program combining prolonged exposure and EMDR for adolescents with severe PTSD?  
Difficulty: Medium  

ID: 8  
Question: How does high trait anxiety influence the persistence of biliary symptoms following gallbladder surgery?  
Difficulty: Medium  

ID: 9  
Question: What is suggested about the relationship between neuropsychiatric symptoms and amyloid-Î² in cognitively unimpaired individuals?  
Difficulty: Hard  

ID: 10  
Question: How might self-critical perfectionism influence daily health outcomes in patients with chronic fatigue syndrome?  
Difficulty: Medium  "
33749112,Trauma,Prognostic,How might addressing nightmares among nurses impact their daily stress levels?,Have no effect,Increase stress levels,Worsen sleep quality,Reduce stress levels,Reduce stress levels,4,Medium,"ID: 1  
Question: How might psychosocial risk factors influence the prevalence of chronic fatigue syndrome in diverse ethnic communities?  
Difficulty: Hard  

ID: 2  
Question: Which defense mechanism was hypothesized to be more frequent in patients diagnosed with Obsessive-Compulsive Disorder?  
Difficulty: Medium  

ID: 3  
Question: What were major predictors of increased levels of psychological distress during the COVID-19 pandemic?  
Difficulty: Medium  

ID: 4  
Question: How does early life stress (ELS) influence the development of depressive symptoms in adolescents during stressful events like the COVID-19 pandemic?  
Difficulty: Medium  

ID: 5  
Question: What is a likely predictor of anxiety and depressive symptoms during the COVID-19 pandemic?  
Difficulty: Easy  

ID: 6  
Question: How might addressing nightmares among nurses impact their daily stress levels?  
Difficulty: Medium  

ID: 7  
Question: What outcome can be expected from an intensive trauma-focused treatment program combining prolonged exposure and EMDR for adolescents with severe PTSD?  
Difficulty: Medium  

ID: 8  
Question: How does high trait anxiety influence the persistence of biliary symptoms following gallbladder surgery?  
Difficulty: Medium  

ID: 9  
Question: What is suggested about the relationship between neuropsychiatric symptoms and amyloid-Î² in cognitively unimpaired individuals?  
Difficulty: Hard  

ID: 10  
Question: How might self-critical perfectionism influence daily health outcomes in patients with chronic fatigue syndrome?  
Difficulty: Medium  "
34025927,Trauma,Prognostic,What outcome can be expected from an intensive trauma-focused treatment program combining prolonged exposure and EMDR for adolescents with severe PTSD?,Worsening of comorbid disorders,No change in symptoms,Increase in anxiety levels,Reduction in PTSD symptoms,Reduction in PTSD symptoms,4,Medium,"ID: 1  
Question: How might psychosocial risk factors influence the prevalence of chronic fatigue syndrome in diverse ethnic communities?  
Difficulty: Hard  

ID: 2  
Question: Which defense mechanism was hypothesized to be more frequent in patients diagnosed with Obsessive-Compulsive Disorder?  
Difficulty: Medium  

ID: 3  
Question: What were major predictors of increased levels of psychological distress during the COVID-19 pandemic?  
Difficulty: Medium  

ID: 4  
Question: How does early life stress (ELS) influence the development of depressive symptoms in adolescents during stressful events like the COVID-19 pandemic?  
Difficulty: Medium  

ID: 5  
Question: What is a likely predictor of anxiety and depressive symptoms during the COVID-19 pandemic?  
Difficulty: Easy  

ID: 6  
Question: How might addressing nightmares among nurses impact their daily stress levels?  
Difficulty: Medium  

ID: 7  
Question: What outcome can be expected from an intensive trauma-focused treatment program combining prolonged exposure and EMDR for adolescents with severe PTSD?  
Difficulty: Medium  

ID: 8  
Question: How does high trait anxiety influence the persistence of biliary symptoms following gallbladder surgery?  
Difficulty: Medium  

ID: 9  
Question: What is suggested about the relationship between neuropsychiatric symptoms and amyloid-Î² in cognitively unimpaired individuals?  
Difficulty: Hard  

ID: 10  
Question: How might self-critical perfectionism influence daily health outcomes in patients with chronic fatigue syndrome?  
Difficulty: Medium  "
21104460,Anxiety,Prognostic,How does high trait anxiety influence the persistence of biliary symptoms following gallbladder surgery?,Reduces the likelihood of symptoms persisting,Has no effect on symptom persistence,Only affects those under 30 years old,Increases the likelihood of symptoms persisting,Increases the likelihood of symptoms persisting,4,Medium,"ID: 1  
Question: How might psychosocial risk factors influence the prevalence of chronic fatigue syndrome in diverse ethnic communities?  
Difficulty: Hard  

ID: 2  
Question: Which defense mechanism was hypothesized to be more frequent in patients diagnosed with Obsessive-Compulsive Disorder?  
Difficulty: Medium  

ID: 3  
Question: What were major predictors of increased levels of psychological distress during the COVID-19 pandemic?  
Difficulty: Medium  

ID: 4  
Question: How does early life stress (ELS) influence the development of depressive symptoms in adolescents during stressful events like the COVID-19 pandemic?  
Difficulty: Medium  

ID: 5  
Question: What is a likely predictor of anxiety and depressive symptoms during the COVID-19 pandemic?  
Difficulty: Easy  

ID: 6  
Question: How might addressing nightmares among nurses impact their daily stress levels?  
Difficulty: Medium  

ID: 7  
Question: What outcome can be expected from an intensive trauma-focused treatment program combining prolonged exposure and EMDR for adolescents with severe PTSD?  
Difficulty: Medium  

ID: 8  
Question: How does high trait anxiety influence the persistence of biliary symptoms following gallbladder surgery?  
Difficulty: Medium  

ID: 9  
Question: What is suggested about the relationship between neuropsychiatric symptoms and amyloid-Î² in cognitively unimpaired individuals?  
Difficulty: Hard  

ID: 10  
Question: How might self-critical perfectionism influence daily health outcomes in patients with chronic fatigue syndrome?  
Difficulty: Medium  "
33789730,Anxiety,Prognostic,What is suggested about the relationship between neuropsychiatric symptoms and amyloid-Î² in cognitively unimpaired individuals?,Higher NPS correlate with lower cognitive decline,NPS and amyloid-Î² have no relationship,NPS predict better cognitive performance,Higher NPS are associated with higher amyloid-Î² levels,Higher NPS are associated with higher amyloid-Î² levels,4,Hard,"ID: 1  
Question: How might psychosocial risk factors influence the prevalence of chronic fatigue syndrome in diverse ethnic communities?  
Difficulty: Hard  

ID: 2  
Question: Which defense mechanism was hypothesized to be more frequent in patients diagnosed with Obsessive-Compulsive Disorder?  
Difficulty: Medium  

ID: 3  
Question: What were major predictors of increased levels of psychological distress during the COVID-19 pandemic?  
Difficulty: Medium  

ID: 4  
Question: How does early life stress (ELS) influence the development of depressive symptoms in adolescents during stressful events like the COVID-19 pandemic?  
Difficulty: Medium  

ID: 5  
Question: What is a likely predictor of anxiety and depressive symptoms during the COVID-19 pandemic?  
Difficulty: Easy  

ID: 6  
Question: How might addressing nightmares among nurses impact their daily stress levels?  
Difficulty: Medium  

ID: 7  
Question: What outcome can be expected from an intensive trauma-focused treatment program combining prolonged exposure and EMDR for adolescents with severe PTSD?  
Difficulty: Medium  

ID: 8  
Question: How does high trait anxiety influence the persistence of biliary symptoms following gallbladder surgery?  
Difficulty: Medium  

ID: 9  
Question: What is suggested about the relationship between neuropsychiatric symptoms and amyloid-Î² in cognitively unimpaired individuals?  
Difficulty: Hard  

ID: 10  
Question: How might self-critical perfectionism influence daily health outcomes in patients with chronic fatigue syndrome?  
Difficulty: Medium  "
22932430,Depression,Prognostic,How might self-critical perfectionism influence daily health outcomes in patients with chronic fatigue syndrome?,Decrease Anxiety Symptoms,Enhance Sleep Quality,Improve Mood Stability,Increase Daily Fatigue and Pain,Increase Daily Fatigue and Pain,4,Medium,"ID: 1  
Question: How might psychosocial risk factors influence the prevalence of chronic fatigue syndrome in diverse ethnic communities?  
Difficulty: Hard  

ID: 2  
Question: Which defense mechanism was hypothesized to be more frequent in patients diagnosed with Obsessive-Compulsive Disorder?  
Difficulty: Medium  

ID: 3  
Question: What were major predictors of increased levels of psychological distress during the COVID-19 pandemic?  
Difficulty: Medium  

ID: 4  
Question: How does early life stress (ELS) influence the development of depressive symptoms in adolescents during stressful events like the COVID-19 pandemic?  
Difficulty: Medium  

ID: 5  
Question: What is a likely predictor of anxiety and depressive symptoms during the COVID-19 pandemic?  
Difficulty: Easy  

ID: 6  
Question: How might addressing nightmares among nurses impact their daily stress levels?  
Difficulty: Medium  

ID: 7  
Question: What outcome can be expected from an intensive trauma-focused treatment program combining prolonged exposure and EMDR for adolescents with severe PTSD?  
Difficulty: Medium  

ID: 8  
Question: How does high trait anxiety influence the persistence of biliary symptoms following gallbladder surgery?  
Difficulty: Medium  

ID: 9  
Question: What is suggested about the relationship between neuropsychiatric symptoms and amyloid-Î² in cognitively unimpaired individuals?  
Difficulty: Hard  

ID: 10  
Question: How might self-critical perfectionism influence daily health outcomes in patients with chronic fatigue syndrome?  
Difficulty: Medium  "
