id,question,option1,option2,option3,option4,correct_option_number
4283e4f2-2859-44e2-b2fa-eb382f9db067,Associated with panic disorder are all except -,Seratonin,GABA,Cholecystokinin (CCK),Glutamate,4
352818a5-b037-4e51-b1ba-235579dd7d39,Differential diagnosis of panic disorder includes: a. Pheochromocytoma b. Myocardial infarction c. Mitral valve prolapse d. Depression e. Carcinoid syndrome,all of the above,"a,b,c,d","a,b,c,e","a,c,d,e",3
f0cbf9f8-1597-42d7-bc36-412c097c3c7c,Protein involved in Alzheimer's disease-,ApoE gene,Presell in - II,Amyloid portion,All,4
1b678be7-3af8-41f1-b29d-758e908b34b0,True about anorexia nervosa is all except,Binge eating is common,Unknown in male,Ammenorrhoea stas before severe loss of weight,Self-induced vomiting,2
e95dc59c-ade0-4f1b-957d-3611eb5d57a3,Patient can hear music every time when he turns on the tap and hears the sound of water. This is an example of :,Reflex hallucination,Functional hallucination,Visual hallucination,1st person auditory hallucination,2
2e6db5fa-74a0-47d5-b439-6b49efcb45a6,All are relatively normal in Korsakoff's psychosis except:,Implicit memory,Intelligence,Language,Learning,4
160588ca-ce76-4d60-862c-311026fdf940,A 10 year old child has mental age of 4 years. He is:-,Idiot,Imbecile,Moron,Normal,2
b8f91e3d-2e06-4e6a-a380-3f7ab07828c9,Flibanserin is used in the treatment of-,Female hypoactive sexual desire disorder,Erectile dysfunction,Anorgasmia,Dyspareunia,1
eda25c7a-dd61-44f1-92fc-42ca8c12730a,Atypical antipsychotic are all except?,Olanzepine,Clozapine,Risperidone,Thioridazone,4
27c34477-bdb9-4b4f-b965-80c81d622f6a,"A female presents with the history of slashed wrists and attempted suicide, now present with similar history. The diagnosis is:",Borderline personality disorder,OCD,Conversion Reaction,Histrionic personality,1
4f6318fb-d6a4-499c-b66d-bbea202348eb,Hallucinations are seen in all except,Schizophrenia,Seizure due to intracerebral space occupying lesions,LSD,Anxiety,4
49fc5d1f-87a7-4fda-8607-1358c7d60d25,A old lady is getting very irritable. He shows unusual anger at the noise made by her children in the house and sometimes beat her two children harmfully. What kind of psychiatric disorder does lady have:March 2013 (g),Severe depression,Schizophrenia,Paranoid,Phobia,1
df781ef6-20b0-449d-8456-2909b57ff2e7,"Who worked on dreams and wrote a book ""interpretation of Dreams""",Sigmund Freud,Eric Ericson,Carl Jung,Adolf Meyer,1
d8efc104-fdb9-4d50-b3a7-91f08e7762b7,"""Flash back phenomenon"" is seen in",Hysteria,Organic illness,Acute stress reaction,Post-traumatic stress disorder,4
99feadea-6f17-4c67-8883-29fd8a5f6012,True about anorexia nervosa is all except ?,Binge eating is common,Unknown in male,Ammenorrhoea stas before severe loss of weight,Self-induced vomiting,2
f430c1cb-ef49-44b1-a6d4-b44bcf02d428,False about Neurotic disorders,Aware of reality,Delusion absent,Hallucination absent,Loss of insight,4
f082fa06-c319-467a-8b19-4c2c9489835c,Which is not 1st rank symptom of Schizophrenia:,Audible thoughts,Voices commenting,Perplexity,Thought broadcasting,3
f5e6acf6-b7d3-4e2b-9ebb-11f51afa42dc,Formed visual hallucinations are seen in lesion of:,Frontal,Occipital,Temporal,Arcuate fasciculus,3
4e31eff1-33a8-4893-ad2e-d2c73f6e2a1c,"A medical student comes with normal weight, parotid abscess and dental caries. She gets irritated by inquiry of her eating habit. Most probable diagnosis is?",Adjustment disorder,Bulimia,Anorexia,Conversion reaction,2
9528580b-ab68-4251-8671-1f656519bd1b,A 41 - year - old woman presented with a history of aches and pains all over the body and generalized weakness for four years. She cannot sleep because of the illness and has lost her appetite as well. She has lack of interest in work and doesn't like to meet friends and relatives. She denies feelings of sadness. Her most likely diagnosis is:,Somatoform pain disorder,Major depression,Somatization disorder,Dissociative disorder,2
fa0f8b80-9435-4a75-8f1e-31fdaca9f1f4,Avoiding awareness of pain of reality by negative sensory data is in which of the following defence mechanism -,Distortion,Denial,Displacement,Dissociation,2
09241e3c-2d1c-42ab-b028-9ccd44805096,"A patient presents with depressed mood, loss of sleep, loss of hope, feeling of wohlessness and diminished concentration for last 1 month. Which of the following is the drug of choice in this patient?",SSRIs,Atypical antidepressants,Lithium,Tricyclic antidepressants,1
43c797d6-0429-4726-a23f-e496096a1aea,Which of the following substances is associated with flashback phenomenon?,Cannabis,LSD,Psilocybin,All of the above,4
077ae14b-099b-42da-ad69-9af24d5e4762,Which of the following is an atypical antidepressant?,Citalopram,Sealine,Venlafaxine,Reboxetin,3
5dc583e3-a1b6-4d4b-b0a5-7af7679e1f57,Specific θ waves are seen in,NREM 1,NREM 2,NREM 3,REM,4
85c4996b-5d92-4cbe-af65-d478a1c13a08,Apraxia is a disorder of:,Cerebellum,Sensory system,Motor system,Initiating and planning movement,4
f6e64016-c7a5-4226-a028-a62b5ba91576,First rank symptoms of schizophrenia are all except-,Ambivalence,Running commentaiy,Primary'delusion,Somatic passivity',1
97042212-0a01-4bc4-88b3-b65154ec30bc,Perception without stumuli is,Delusion,Illusion,Hallucination,Delirium,3
547fac84-5cb9-4142-9927-ef97a313f600,Following drugs are used in treatment of ADHD -,Amphetamine,Modafinil,Methylphenidate,All the above,4
2563085e-9031-4b38-982d-987fa455c49f,Borderline personality disorder,Chronic feeling of emptiness,Unstable interpersonal relationship,Grandiosity,Low self esteem,2
d710b466-b66f-46a9-b9e5-688ed3a0807e,"Repetition of movements, act and words, phrases is:",Fusion,Mannerism,Perseveration,Stereo-typing,3
47ae6691-e48d-498d-8f58-694c492d1ab8,Presenilin - 1 gene is present on :,Chromosome 1,Chromosome 2,Chromosome 14,Chromosome 21,3
cc5308b6-0d38-4160-b21c-b0de291e7142,Which of the following is an alternative to methadone for maintenance treatment of opiate dependence?,Diazepam,Chloridazepoxide,Buprenorphine,Dextropropoxyphene,3
5166d930-1a4c-470b-8716-be34e68a88d4,Organic Mental Disease is indicated by,Incoherence,Delusion,Flight of idea,Preservation of speech,2
268a45d1-61a6-4b17-8e06-fb8b47ec33ae,FALSE statement about Hallucinations,Perceived as not real,Appears to be coming from external world,Sensory organs are not involved,It occurs in the absence of perceptual stimulus,3
732ff5f9-29bd-44bc-9e62-7170632e2d95,Panic attack is: September 2005,Acute anxiety,Chronic anxiety,Acute depression,Chronic depression,1
1ff37812-1d88-4fd9-9567-3b0399526985,"A 70 year old male, Babulal was brought to the hospital with the history of third person auditory hallucinations. He has no history of similar problems previously. What is the most likely diagnosis?",Dementia,Delusional disorder,Schizophrenia,Acute psychosis,1
f7633cc8-7dee-47eb-a7d8-f6494882b6dd,Delusions are characteristically seen in,Schziphrenia,Delirium,Dementia,Depression,1
cf7aa6d4-2f11-4e6e-b4a4-ed58763567a7,Which of the following disorders is more common in females?,Eating disorders,ADHD,Autism,Conduct disorder,1
c1542c83-62c9-495d-9aa2-25788246a6b8,"Lithium is treatment of choice for -
a) Unipolar MDP prophylaxis
b) Bipolar MDP prophylaxis
c) Schizophrenia
d) Acute mania",abc,bd,bcd,ac,2
483808e8-3ac7-4156-8640-4f921171762b,In alcohol withdrawl drug of choice is,Benzodiazepine,Chlordiazepoxide,Lithium,Haloperidol,2
65dedf32-9366-46f6-a36b-bd8342cdd799,Symptoms of opioid withdrawal are all EXCEPT:,Polyuria,Yawning,Fever,Insomnia,1
71e90450-0376-4467-82c0-97eb83e0371f,Onanism is a disorder of,Stealing,Gambling,Sexual detion,Hair pulling,3
00a252cc-3240-41bb-94be-fbd9360a6e78,Many of our bad habits of day to day life can be removed by:,Positive conditioning,Negative conditioning,Bio feed back,Generalization,2
796a5e1c-762c-4b6a-9176-084cee809ade,Blockers are indicated in,Phobia,Schizophrenia,Anxiety,Mania,3
8db9c39a-6188-4438-a844-d66064dc5957,Anterograde amnesia is seen in:,Head injury,StrokeSpinal cord injury (Traumatic paraplegia),Alzheimer's disease,All,1
0a5e5d05-5d36-4eca-a464-cec53a160ea0,Term psychoanalysis was coined by?,Eysenck,Freud,Jung,Adler,2
1243f2c4-7c7b-4370-ac52-019269828554,Delirium & dementia can be differentiated by?,Loss of memory,Apraxia,Delusion,Altered sensorium,4
f49aab7e-6087-4b01-8e4c-49fea644d656,"A 30 year old manic patient was prescribed haloperidol one week back. For the last two days, he has become restless and kept pacing in the room for a day. On examination, he was found to have tremors of hand. He is most likely suffering from -",Anhedonia,Dystonia,Restless leg syndrome,Akathisia,4
0405da33-1524-4cb9-8ad5-3897eca32e31,Which of the following is not associated with stuporous catatonia?,Echolalia,Echopraxia,Rigidity,Increased speech production,4
5fcb2dac-c8eb-4cab-96aa-6147f987e2b8,Which of the following is not a common feature of anorexia nervosa?,Binge eating,Amenorrhea,Self - perception of being fat,Under weight,1
3e87d19f-24dc-4f58-9f84-02efe30b6543,"A 30-year old male with history of alcohol abuse for 15 years is brought to the hospital emergency with complaints of fearfulness, mis-recognition, talking to self, aggressive behavior, tremulousness and seeing snakes and reptiles that are not visible to others around him. There is history of drinking alcohol two * days prior to the onset of the present complaints. He is most likely suffering from:",Delirium tremens,Alcoholic hallucinosis,Schizophrenia,Seizure disorder,1
eb9265e5-239a-4a4b-b146-253b641bbceb,"A 40 year old male, with history of daily alcohol consumption for the last 7 years, is brought to the hospital emergency room with acute onsent of seeing snakes all around him in the room, not recognizing family members, violent behavior and tremulousness for few hours. There is history of his having missed the alcohol drink since 2 days. Examination reveals increased blood pressure, tremors, increased psychomotor activity, fearful affect, hallucinatory behaviour, disorientation, impaired judgment and insight. He is most likely to be suffering from:",Alcoholic hallucinosis,Delirium tremens,Wernicke encephalopathy,Korsakoff's psychosis,2
1ee6fb74-c5c4-4509-b652-fe9967e9ac39,"A patient is brought to the casualty in the state of altered sensorium. He was on Lithium treatment for affective disorder and has suffered through an attack of epileptic fits. On examination he has worsening tremors, increased DTR's and incontinence of urine. He has also undergone an episode of severe gastroenteritis 2 days ago. The serum Lithium was found to be 1.95 meg/Lit. The probable cause for his present state is:",Lithium toxicity,Dehydration,Manic Episode,Depressive Stupor,1
40ff3b56-cc5a-4e7f-9cf5-49a75919de67,Bipolar II disorder includes ?,Cyclothymic disorder,Dysthymia,Single maniac episode,Major depression and hypomania,4
43ba9461-8ddf-4ed9-8602-ed5fd49e3f41,Suicidal tendencies are seen in:,Substance abuse,Post-traumatic stress disorder (PTSD),Schizophrenia,All of the above,4
f86d945c-d87a-4b8d-9a06-4fad767ff33f,All of the following Personality disorders can be associated with bipolar disorder except:,Antisocial,Anakastic,Borderline,Narcissistic,1
e259c3a5-2292-451b-a287-38d4ef11b68b,EEG pattern of person at rest with eyes closed,Alpha,Beta,Gamma,Delta,1
022073be-7e5f-4750-ae85-b348d35f1405,Maximum heritability is seen in,Depression,Mania,Schizophrenia,Panic Disorder,3
6d037e82-e2e8-47f9-ae49-dcfb815adc4f,A 46-year-old man presented to the casualty with acute onset of seeing lizards all all around him in the room. He has been violent towards members of his brother who tried to bring him to hospital. On history he has a longstanding history of drinking alcohol and using cannabis for 7 years. He had missed his drinks for the last 3 days. On examination his blood pressure is high and he has global confusion. Which of the following can be used in the immediate treatment of the condition?,Diazepam,Chlordiazepozide,Morphine,Carbamazepine,2
0d512c73-c36b-45b6-8f75-dbe388ac8078,Which of the following is explicit memory,Procedural,Nondeclarative,Sementic,Working,3
fedc4235-fe3e-47da-9c4a-506d4b24b602,Negative symptom of schizophrenia ?,Hallucination,Delusion,Ambivalance,Motor hyperactivity,3
c92aab84-1f56-4138-be30-1df3dc7fe1a9,Abnormal thought possession is found in,Organic brain syndrome,Hysteria,Obsessive compulsive disorder,Neuroasthenia,3
e2274b2e-b66d-45d3-b799-146529421f3f,Features of serotonin syndrome associated with SSRI and MAOIs are,Tremors,Agitation,Cardiovascular collapse,Hypothermia,1
28c5d0fb-4708-44bf-8b30-c56855ce8aa2,A young patient with Schizophrenia is intolerant to antipsychotic medications. Which drug is most preferred?,Clozapine,Olanzapine,Risperidone,Haloperidol,1
46e3bcb5-fb1e-4d5b-bd6c-383039fea85e,Irresistable urge to drink alcohol is known as,Kleptomania,Dipsomania,Pyromania,Trictillomania,2
1a7c31c1-1b13-4d58-9a7e-6deb5614541c,Markedly inappropriate sensitivity and suspiciousness are clinical features of,Antisocial,Histrionic,Schizoid,Paranoid,4
097951d4-f171-453c-9c7e-c054e07ddbc1,Sleepwalking occur in which stage of sleep -,REM,NREM stage,NREM stage 3 or 4,Can occur in any stage of NREM sleep,3
1a5051f5-c693-4e79-9640-3685541446ee,Hallucinations experienced outside the sensory field limit are called.,Extracampine Hallucination,Kinesthetic Hallucination,Reflex Hallucination,Functional Hallucination,1
051e31e4-6b17-41a2-9f67-71fae04afb2d,Flooding is a type of,Behaviour therapy,Psychoanalytically-oriented psychotherapy,Group therapy,Social speech,1
7cb9bcf9-0049-4be0-8ec1-fca7017cbe77,"Patient presents with waxy flexibility, negativism & rigidity Diagnosis is?",Paranoid schizophrenia,Catatonic schizophrenia,Hebephrenic Sch,Simple Sch.,2
901a3e45-f021-4ca5-a904-caa4b1cc98d9,Blunting of affect is seen in,Schizophrenia,Depression,Mania,Delirium,1
241ac664-4c54-479f-98d7-f7844249b500,Fixation of Hysteria is -,Genital,Anal,Oral,Phallic,4
fb6a892d-a588-4245-8ea3-109c3644b8ac,Which of the following is not a culture bound syndrome,Amok,Latah,Dhat,Von-Gogh,4
4437b65c-cb2e-4f84-a004-fc6999cb19eb,All the following are features of Alzheimer's disease except:,Cerebellar atrophy,Common in 5th and 6th decade,Atrophied gyri widened sulci,Progressive dementia,1
05564c15-71e1-46e3-ae32-df832aefdf2e,Drug of choice for Generalised anxiety disorder,Benzodiazepines,Buspirone,Seraline,Olanzapine,3
aebc9e17-68e4-4d78-ad6c-48bf16104c65,Which of the following disease is seen only in females?,Autism,Asperger's syndrome,Retts disease,Colard'd disease,3
fff7b566-212c-48d5-9e20-9e5b4cf634bb,"A 30 year old lady do sudden onset breathlessness, anxiety, palpitation & feeling of impending doom. Physical examination is normal. What is the diagnosis -",Panic attack,Anxiety disorder,Conversion disorder,Acute psychosis,1
e33be5c5-12ea-47e1-a95a-cf0ac8f6ae4d,A psychiatric patient on regular treatment had his routine check-up. His fundus shows the below finding. The most probable drug implicated is ( Pigmented retinal epithelium),Thioridazone,Haloperidol,Chlorpromazine,Clozapine,1
938de7eb-4dd0-407a-bde9-beb02e797e06,Ambivalence is most commonly associated with:,Depression,Generalized anxiety disorder,Schizophrenia,OCD,3
b6275e7d-4226-4364-bb5b-5acfe98b68fa,"A 30-year old pregnant woman comes to your clinic with decreased sleep, increased appetite and hyperactivity for 2 weeks. A diagnosis of mania is made. Fuher probing reveals four episodes of major depression in the past two years. What drug will you prescribe to this patient?",Haloperidol,Lithium,Promethazine,Clonazepam,1
9cff557b-82b0-4d30-b750-7ca47822c777,NOT an Anxiolytic drug,Melatonin,Haloperidol,Alprazolam,Setraline,1
042eae93-fcf1-46ca-9699-fa50eceb6c78,Most common type of schizophrenia is: March 2009,Paranoid,Simple,Catatonic,Undifferentiated,1
b0389cf2-cdf5-4a2e-8121-4346cfaeac6c,Rivastigmine and Donepezil are drugs used predominantly in the management of which of the following conditions?,Depression,Dissociation,Delusions,Dementia,4
77b195cb-d990-41a7-a71b-a7fa20e66564,"A young city dweller presented with history of drug abuse and complaining of change in perception, like hearing sights and seeing sounds. Substance responsible for this: AI 12",LSD,Phencyclidine,Cocaine,Amphetamine,1
08f0374a-f320-4466-958b-27f47a5bfe6d,Which is not true about hallucination -,It is as vivid as normal stimulus,It occurs in inner subjective space,It is independent of will of observer,It occurs in absence of perceptual stimuli,2
b8478ca2-76ca-455f-8548-0797d4227d53,The withdrawal from all of the following may produce suicidal tendencies except,Cocaine,Amphetamine,Alcohol,Cannabis,4
a45e212c-537c-4391-92b6-ebc83e5e582b,Expressed emotionality is related to -,Depression,Schizophrenia,Mania,Somatiform disorder,2
b8c86f0d-1664-4264-8369-442b8fb65628,Normal therapeutic level of Lithium level is,0.5 to 0.7 mEq/litre,0.7 to 1.1 mEq/litre,0.1 to 0.3 mEq/litre,1.5 to 2 mEq/litre,2
7f07297e-40f2-420b-a4ee-de53c632ff0e,A cognitive model of depression is given by -,Ellis,Beck,Godfrey,Meicheinbanon,2
5b0bab1b-5372-4fd9-82e2-9097890d9048,"In OCD, if patient tries to resist obsession, then patient develops?",Depression,Mania,Anxiety,Delusion,3
d8a21b83-5a36-417b-90b4-8d887c6ce493,Schizotypal personality belongs to which cluster of personality disorders?,A,B,C,D,1
cb1d3860-e70e-41f7-80d1-e5d6097cd4d4,"A 24 year girl named Heena is often flamboyantly dressed and goes out on dates frequently. Although she changed boyfriend almost monthly, but she used to plan her marriage and future with each of them with equal enthusiasm and optimism.She would often make stories to seek attention. She would feel uncomfoable at big paies leave them midway.Heena made promises to other people that were impossible to keep but seemed to be aimed at winning their approval; when she broke the promise, she usually made up a story designed to elicit sympathy and compassion. Diagnosis is ?",Borderline personality disorder,Histrionic personality disorder,Dependent personality disorder,Antisocial personality disorder,2
e5846364-898b-46d0-9963-7f7e2434f6b3,"A patient with complaints of having a deformed nose. He has visited several plastic surgeons but they have assured that there is nothing wrong with his nose. In spite of these reassurances, he continues to believe that his nose is deformed, He also complains that nobody takes him seriously because of the deformity of his nose, and he is extremely embarrassed because of this. he is most probably sufferingfrom:",Somatization disorder,Hypochondrial disorder,Delusional disorder,OCD,3
9a7e3761-b99b-4574-85ce-f6772bd9519c,Worst prognosis is seen in which type of schizophrenia?,Paranoid,Catatonic,Hebephrenic,Simple,4
1932fe66-9505-46e8-9b29-ffade48fe12b,Corpralalia is seen in:,Delirium,Alcoholic intoxication,Mania,Tourette's syndrome,4
cbf91515-a7a5-4676-b27f-46b9c03642e8,A man came with his wife in psychiatric depament. She is complaining about his increased cleanliness. He keeps on washing hands in frequent intervals telling that its not clean. He wants everything in an ordered manner. He is becoming obsessive in everything and compelling everyone at home to follow him. Which of the following drug is most useful in this patient?,Amoxapine,Fluoxetine,Doxepin,Dothiepin,2
e5a70b3c-480d-4a40-8ca3-65460903b580,Not a feature of Wernicke's Korsakoff Syndrome,Ataxia,Psychosis,Normal pupillary response,Opthalmoplegia,3
8701bf80-8e7a-41fa-8dd3-1712b454abb9,Following are predispositions to Alzhiemer's desease except :,Down's syndrome,Down's syndrome,Smoking,Low education group,3
072c9440-e35a-4628-b809-058000dbbafd,Treatment of choice in depression with sucidal tendencies,TCA,MAO-Inhibitiors,Fluoxetine+TCA+MAO-Inhibitor,Electro convulsive therapy,4
11a7e01a-0b8f-4b7d-b390-dab18a12a99c,True about major depression is,Common in males,Markedly diminished interest in all activities most of the day but no fatigue or loss of energy or psychomotor retardation,Feeling of wohlessness or excessive guilt,All,3
88c5f240-84d2-4225-b114-86998a66fdab,"True about ""Major depression"" include the following except-",Two times more common in men than women,Incidence increases with increasing age,In females affected age is adulthood,Is genetic origin,1
cf0775ad-b0f1-4ce7-81c9-1bfcc8ef81dc,Most common hallucination in schizophrenia is -,Auditory,Visual,Olfactory,Tactile,1
967f4844-2959-42d2-9164-b0cbd55012bf,Anxiety is ?,Neurosis,Psychosis,Personality disorder,,1
2eff9098-182d-4f48-b971-0ec6010a9099,"Scholastic performance is impeded by all, EXCEPT:",ADHD,Pica,Anxiety,SLD,2
a0da453b-7aa2-4b9c-b8ec-4b1b199435fe,Squeeze technique is used for?,Retrograde ejaculation,Premature ejaculation,Erectile dysfunction,UTI,2
abf5770f-bfa6-479f-8151-5a71399a73ff,Psychodynamic theory of mental illness is based on -,Unconscious internal conflict,Maladjusted reinforcement,Organic neurological problem,Focus on teaching patient to restrain absurd thoughts,1
d611ead9-201b-4188-97f1-9f2939716a88,Which of the following is not included in the grades of insight?,Intellectual,Emotional,Psychological,Judgemental,4
61422583-9689-46e6-9384-26c7ff141c09,A 25 year old woman complaints of intense depressed mood for last 6 months. She also repos inability to enjoy previously pleasurable activities. This symptom is known as:,Anhedonia,Avolition,Apathy,Amotivation,1
5a31613f-0530-446a-bcf1-8f09e997687c,Kleine Levine syndrome is,Insomnia,Depression,Anxiety,Hypersomnia,4
c6fc21ba-7ada-40a0-a836-98d0837caa17,The psychiatric disorder that has been found to be associated with PANDAS is :,OCD,Depression,Schizophrenia,ADHD,1
27cc543b-9f15-4779-87cb-cbf9ea690db9,"When a person I asked about his blood sugar level, he answers like ""Diabetics have sweet urine... urine and feces are excreta"".... Before finally telling his blood sugar. It is an example of?",Tangentiality,Circumstantiality,Flight of ideas,Loosening of association,2
6424255e-dc53-4eb3-8ca4-09b3857b8d96,Naltrexone is used in opioid addiction. Which of the following is true?,Is used to treat withdrawal symptoms,Is used to treat overdose of opioids,Is used to prevent relapse,"It has addiction potential, if used long term",3
a4e3bf54-2356-4705-9594-950aeb98d4be,Suicidal tendencies are most common in :,Involutional depression,Reactive depression,Psychotic depression,Childhood depression,4
48762878-f7cc-47ef-ab6e-266a3b136ac5,All of the following are pas of cognitive behaviour change technique except,Pre-Contemplatation,Consolidation,Action,Contemplation,2
9d9fdfe0-ee83-4738-a210-597fcfb15c8c,Medical treatment for paraphillia includes ?,SSRIs,Benzodiazepines,Opioids,Barbiturates,1
86bec563-4683-401e-927c-eecb1b63f88c,Negative symptoms of schizophrenia is,Disorganised thought,Thought block,Delusions,Avolition,4
71af0c12-7f37-4493-bebb-5624861d89dd,". A 45 year male with a history of alcohol dependence presents with confusion, nystagmus and ataxia. Examination reveals 6th cranial nerve weakness. He is most likely to be suffering from:",Korsakoff's psychosis,Wernicke encephalopathy.,De Clerambault syndrome,Delirium tremens,2
b790a80a-11fa-4659-ab44-cd79ea6095d8,"""Penis envy"" is seen in",Male child in genital phase,Male child in phallic phase,Female child in phallic phase,Female child in genital phase,3
90f75de3-670d-4edd-bfc6-5d2f0aaf04a8,Hypnagogic hallucinations are seen in,Depression,Mania,Narcolepsy,Schizophrenia,3
faf871f3-d13d-4b83-a879-c9bda46d3e82,Erotomania is seen in,Bipolar mania,Unipolar mania,Neurosis,OCD,1
50a12f3b-d483-4751-bb92-2d8bda68e028,Repressed information can be brought into conscious mind by all except,Dream,Focused attention,Hypnosis,Somatic stimulation,2
d1a3c43d-06d0-461c-b382-ffa8edbd26db,Which of the following symptom is not one among the 4 'A's of Bleuler?,Ambivalency,Auditory Hallucination,Autism,Affective Flattening,2
83180a36-0b75-4719-a2a3-55d7b1f5ea53,A patient with IQ 30 will be diagnosed with:,Mild mental retardation,Moderate mental retardation,Severe mental retardation,Profound mental retardation,3
905b443e-5f92-435f-b575-06083c3a0c73,A woman is referred by her lawyer to a psychiatrist to establish the diagnosis of kleptomania after she was arrested for shoplifting. Which of the following does not suggest this diagnosis?,The stolen items are useless for her,This is the first episode of shoplifting in her whole life,She committed shoplifting for many times but she was not caught,She threw away the stolen items immediately,2
ba3f7969-bc58-4580-b471-6aaecbdd78bf,Moral treatment of the mentally ill patient was first stressed by -,Pinel,Morel,Kraeplin,Sigmund freud,1
8a65e5be-d0de-4958-982e-ff50c81d081c,"Present in ""locked in"" syndrome",Cognition,Movements,Speech,All of the above,1
9584453c-729d-4386-89c4-9f612b2c66e3,Drugs used for prophylaxis in BPD -a) Chlorpromazineb) Lithiumc) Carbamazepined) Zolpideme) Sodium valproate,ab,bc,bce,ace,3
c198ded6-5695-4904-99d9-71c89baefdff,A 37 year old female was diagnosed with paranoid schizophrenia. Her husband wanted to know about the poor prognostic factors. Which of the following is a poor prognostic factor?,Married,Female gender,Absence of precipitating factors,Family h/o mood disorders,3
9dfe13f9-7001-4fe1-af82-e590ee5b4fc7,"A 3-year-old child with delayed speech development, prefers to play alone and is not making friends. The likely diagnosis is",Autism,ADHD,Specific learning disability,Rett's syndrome,1
2b0d4e5b-5b86-428a-ac68-e095396ce403,"All of the following agents are used in the treatment of alcohol dependence, EXCEPT:",Disulfiram,Flumazenil,Naltrexone,Acomprosate,2
db5ac09f-2a26-4a61-8ec3-c2c48b551221,Trichotillomania is,Irresistable desire to set fire,Irresistable desire to steal things,Compulsive hair pulling,Pathological gambling,3
1c17b8eb-b32a-4c63-9d71-d377c135b9d8,Effects of long term Levodopa therapy are,Facial tics,Nightmares,End of dose effect,All the above,4
0aa8cecc-cd71-4421-874a-4acb4e938ebc,"A 30 year old unmarried woman from a low socioeconomic status family believes that a rich boy staying in her neighbourhood is in deep love with her. The boy clearly denies his love towards this lady. Still the lady insists that his denial is a secret affirmation off his love towards her. She makes desperate attempts to meet the boy despite resistance from her family. She also develops sadness at times when her effort to meet the boy does not materialize. She is able to maintain her daily routine. She however, remains preoccupied with the thoughts of this boy. She is likely to be suffering from -",Delusional disorder,Depression,Mania,Schizophrenia,1
e6e5ef50-4110-4962-be03-55c573840b2b,"A 20-year old man has presented with increased alcohol consumption and sexual indulgence, irritability, lack of sleep, and not feeling fatigued even on prolonged periods of activity. All these changes have been present for 3 weeks. The most likely diagnosis is:",Alcohol dependence,Schizophrenia,Mania,Impulsive control disorder,3
b69b9b43-c50f-494b-9e49-047b15fbeca5,Father of modern psychiatry is -,Bleuler,Freud,Pinel,Kraepelin,3
b857abbf-403b-4434-9e22-8f6ba48382da,Korsakoff's psychosis is seen in,Acute alcoholism,Carbon monoxide poisoning,Chronic alcoholism,Multiple sclerosis,3
98082a23-e623-4636-b87c-5cacad0e98c0,Which of the following subtypes of ADHD is common in girls?,Hyperactive Type,Impulsive Type,Inattentive Type,Autistic Type,3
a572b0b3-f041-4217-8104-ab6144bc5bf3,Which of the following is known as Munchausen Syndrome?,Factitious Disorder,Mood Disorder,Somatoform Disorder,PTSD,1
8dc72461-5ccb-41d4-9847-fa6326ad061f,"Anti-craving agents for alcohol dependence are all, EXCEPT:",Lorazepam,Acamprosate,Topiramate,Naltrexone,1
faa86e89-7ffa-411c-a4fa-36d8e98c9bda,A 70 year old female with psychiatric symptoms diagnosed of having schizophrenia. Which is the poor prognostic factor in schizophrenia?,Acute onset,Middle age,Family history of affective disorder,Gradual onset,1
9b710500-45ff-46fc-ae81-3dd6ed29caea,"A patient diagnosed with depression on treatment came to emergency with altered sensorium seizures, palpitations and ECG showing sinus tachycardia. How do you treat this patient?",Aspirin + clopidogrel,IV Lorazepam,IV Sodium bicarbonate,IV Haloperidol,3
eeea9914-9e20-4ac3-89ce-18acee412b5e,A female with depression is resistant to antidepressants. Cognitive therapy for depression was developed by:,Ellis,Beck,Godfrey,Meicheinbanon,2
5221173c-59a5-4bb2-9a47-9133c1289a3c,Which of the following antiepileptic can be used in the management of alcohol withdrawal symptoms?,Phenytoin,Carbamazepine,Valproate,Topiramate,2
ecbb79b0-8a8b-457e-bcae-15d53c66cdca,Erotomania is a,Mood disorder,Impulse control disorder,Delusional disorder,Personality disorder,3
0fb00eef-737b-4c9e-9258-b456515ad888,Perceptual misinterpretation of a real stimulus or object is known as:,Illusion,Delusion,Hallucination,Schizophrenia,1
b951a3bb-c710-457b-a991-1db4f5e78ff5,"Earliest symptom showing improvement from classical triad of Wernicke's incephalopathy, to thiamine therapy -",Ataxia,Ophthalmoplegia,Confusion,All are equally responsive,2
424ccedb-f4bc-4de2-bce1-16b9b540877f,"A 24-year-old patient with schizophrenia tells the physician that he believes that CIA is listening to his telephone conversations through his television set. Despite being told multiple times by family members, he remains firm on his belief. This patient is describing",a hallucination,an illusion,clouding of consciousness,delusion,4
39dd95b9-d99e-49aa-b98f-8c6a6d161850,Neurotransmitter which is implicated in both positive and negative symptoms in schizophrenia is:,Noradrenaline,Serotonin,Dopamine,All of the above,3
aec70ca2-9d8c-47e4-9532-212757f79593,Alzheimer's Disease is associated with :,Delerium,Delusion,Dementia,Depression,3
21578275-9506-4e72-8130-5a04df82c79e,"A 25 year drug addict is brought to hospital in an intoxicated state. History suggests cocaine misuse, what is the effect of cocaine on blood vessels?",Vasoconstrictor,Vasodilator,Vasoineffective,First constrict then dilates,1
